 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
(0)	1.938123e-06
(1)	1.760567e-06
(2)	1.510074e-06
(3)	1.245242e-06
(4)	1.003166e-06
(5)	7.795426e-07
(6)	5.740719e-07
(7)	4.165885e-07
(8)	3.2435e-07
(9)	2.582418e-07
(10)	1.75041e-07
(11)	1.063881e-07
(12)	1.151547e-07
(13)	1.978665e-07
(14)	2.84539e-07
(15)	3.093123e-07
(16)	2.607976e-07
(17)	1.816138e-07
(18)	1.28282e-07
(19)	1.418578e-07
(20)	2.218286e-07
(21)	3.092791e-07
(22)	3.610118e-07
(23)	4.255705e-07
(24)	5.613999e-07
(25)	7.372478e-07
(26)	8.796247e-07
(27)	9.699057e-07
(28)	9.960656e-07
(29)	9.152474e-07
(30)	7.770657e-07
(31)	7.120817e-07
(32)	7.932746e-07
(33)	9.87712e-07
(34)	1.193659e-06
(35)	1.314239e-06
(36)	1.315095e-06
(37)	1.23728e-06
(38)	1.144811e-06
(39)	1.078753e-06
(40)	1.064138e-06
(41)	1.099307e-06
(42)	1.164417e-06
(43)	1.244127e-06
(44)	1.306029e-06
(45)	1.317452e-06
(46)	1.295364e-06
(47)	1.294369e-06
(48)	1.337886e-06
(49)	1.401543e-06
(50)	1.475399e-06
(51)	1.570725e-06
(52)	1.683018e-06
(53)	1.802909e-06
(54)	1.914912e-06
(55)	1.970488e-06
(56)	1.961831e-06
(57)	2.009051e-06
(58)	2.207651e-06
(59)	2.402563e-06
(60)	2.306319e-06
(61)	1.867795e-06
(62)	1.320137e-06
(63)	8.908128e-07
(64)	6.447157e-07
(65)	5.220634e-07
(66)	4.485093e-07
(67)	4.072317e-07
(68)	4.112247e-07
(69)	4.583725e-07
(70)	5.20687e-07
(71)	5.475596e-07
(72)	5.080705e-07
(73)	4.765424e-07
(74)	5.439745e-07
(75)	6.873894e-07
(76)	8.423056e-07
(77)	9.44744e-07
(78)	9.267648e-07
(79)	8.002091e-07
(80)	6.953083e-07
(81)	7.282813e-07
(82)	8.627769e-07
(83)	9.837628e-07
(84)	1.025634e-06
(85)	9.797452e-07
(86)	8.646117e-07
(87)	7.031642e-07
(88)	5.265699e-07
(89)	3.690462e-07
(90)	2.383736e-07
(91)	1.304591e-07
(92)	5.509533e-08
(93)	2.197406e-08
(94)	1.629754e-08
(95)	1.414501e-08
(96)	8.573954e-09
(97)	5.209876e-09
(98)	1.225874e-08
(99)	4.293064e-08
(100)	9.818045e-08
(101)	1.553272e-07
(102)	2.060106e-07
(103)	2.76163e-07
(104)	3.683565e-07
(105)	4.336671e-07
(106)	4.356894e-07
(107)	3.871243e-07
(108)	3.235177e-07
(109)	2.74073e-07
(110)	2.480034e-07
(111)	2.37874e-07
(112)	2.311383e-07
(113)	2.224034e-07
(114)	2.172184e-07
(115)	2.140777e-07
(116)	1.978952e-07
(117)	1.620765e-07
(118)	1.125777e-07
(119)	5.837704e-08
(120)	1.405974e-08
(121)	9.406861e-10
(122)	3.567604e-08
(123)	1.111677e-07
(124)	1.96453e-07
(125)	2.600038e-07
(126)	2.973409e-07
(127)	3.271656e-07
(128)	3.443913e-07
(129)	3.258896e-07
(130)	2.784415e-07
(131)	2.214347e-07
(132)	1.658014e-07
(133)	1.223453e-07
(134)	9.795342e-08
(135)	9.980506e-08
(136)	1.363295e-07
(137)	2.021065e-07
(138)	2.760532e-07
(139)	3.376511e-07
(140)	3.71179e-07
(141)	3.729536e-07
(142)	3.621815e-07
(143)	3.56349e-07
(144)	3.608381e-07
(145)	3.735574e-07
(146)	3.816953e-07
(147)	3.755873e-07
(148)	3.536271e-07
(149)	3.133894e-07
(150)	2.555698e-07
(151)	1.901154e-07
(152)	1.428034e-07
(153)	1.483795e-07
(154)	2.126331e-07
(155)	2.94489e-07
(156)	3.4449e-07
(157)	3.435597e-07
(158)	2.919319e-07
(159)	2.025658e-07
(160)	1.100907e-07
(161)	4.954797e-08
